step,image_filename,action,inference_time
0,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0000.jpg,left,0.08995842933654785
1,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0001.jpg,forward,0.07698941230773926
2,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0002.jpg,left,0.06873774528503418
3,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0003.jpg,forward,0.0642538070678711
4,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0004.jpg,left,0.06472611427307129
5,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0005.jpg,right,0.07671356201171875
6,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0006.jpg,forward,0.055924415588378906
7,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0007.jpg,forward,0.060465097427368164
8,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0008.jpg,forward,0.05345296859741211
9,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0009.jpg,left,0.053191423416137695
10,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0010.jpg,right,0.059090614318847656
11,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0011.jpg,left,0.05240011215209961
12,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0012.jpg,right,0.060993194580078125
13,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0013.jpg,forward,0.05593276023864746
14,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0014.jpg,left,0.048187255859375
15,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0015.jpg,right,0.06122589111328125
16,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0016.jpg,forward,0.06590485572814941
17,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0017.jpg,forward,0.04889225959777832
18,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0018.jpg,forward,0.05119967460632324
19,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0019.jpg,forward,0.08428788185119629
20,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0020.jpg,forward,0.06768178939819336
21,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0021.jpg,forward,0.06620121002197266
22,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0022.jpg,forward,0.06021714210510254
23,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0023.jpg,left,0.05837893486022949
24,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0024.jpg,left,0.04751992225646973
25,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0025.jpg,left,0.060296058654785156
26,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0026.jpg,right,0.0631856918334961
27,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0027.jpg,left,0.08125162124633789
28,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0028.jpg,right,0.0491940975189209
29,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0029.jpg,forward,0.04946470260620117
30,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0030.jpg,forward,0.051836490631103516
31,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0031.jpg,forward,0.06291079521179199
32,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0032.jpg,forward,0.055188894271850586
33,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0033.jpg,forward,0.05589437484741211
34,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0034.jpg,forward,0.06546902656555176
