step,image_filename,action,inference_time
242,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0242.jpg,right,0.0548250675201416
243,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0243.jpg,right,0.0491330623626709
244,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0244.jpg,right,0.05905413627624512
245,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0245.jpg,right,0.04918718338012695
246,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0246.jpg,right,0.06329536437988281
247,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0247.jpg,right,0.051972150802612305
248,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0248.jpg,right,0.05142331123352051
249,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0249.jpg,right,0.05441761016845703
250,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0250.jpg,right,0.0567474365234375
251,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0251.jpg,right,0.04964160919189453
252,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0252.jpg,right,0.04633927345275879
253,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0253.jpg,right,0.0506136417388916
254,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0254.jpg,right,0.05036211013793945
255,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0255.jpg,right,0.05090165138244629
256,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0256.jpg,right,0.06091475486755371
257,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0257.jpg,right,0.05442214012145996
258,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0258.jpg,right,0.04401874542236328
259,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0259.jpg,right,0.049828290939331055
260,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0260.jpg,forward,0.04781150817871094
261,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0261.jpg,forward,0.05471062660217285
262,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0262.jpg,right,0.0573880672454834
263,/home/jetbot/arcs/OldenborgAutonomousNavigation/jetbot/saved_images/0263.jpg,forward,0.04508018493652344
